,author id,author name,category name,description,duration,hits,publication_ts,title,video_url,channel_id,total_subs,channel_desc,num_of_videos,url,likes_count,comments_count
0,25366325,Абзац,Новости и СМИ,"«Абзац» в Дзене — https://dzen.ru/absatzmedia

«Полный Абзац» с Александром Карловым и Еленой Оя.

Раскол в НАТО углубляется, японцы испугались токсичной кошки, Акунин* брезгует русским, Веллер требует разгрома России.

===========

Мерч: https://www.wildberries.ru/catalog/173405521/detail.aspx

===========

Канал Абзац.Видео в Телеграм https://t.me/+dEU4NgtVn7kzMjBi

===========

Подписывайтесь на соцсети «Абзаца»:

ВКонтакте https://vk.com/absatzmedia
Телеграм-канал https://t.me/absatzmedia
ОК https://ok.ru/absatz
Rutube https://rutube.ru/u/absatzmedia

Сайт «Абзаца» https://absatz.media/
Мерч «Абзаца» https://shop.absatz.media/

===========

ТАК СКАЗАТЬ: Франк – о Яне Поплавской, проблемах из-за поддержки СВО и фильмах про содержанок в Год семьи: https://vk.com/video-205805412_456247926

===========

Выпуск проекта «Точки над «и»: https://vk.com/video-205805412_456245591

*признан иноагентом, террористом и экстремистом",7576,15291,2024-03-15T07:39:07,"Раскол в НАТО углубляется, японцы испугались токсичной кошки, Акунин* брезгует русским, Веллер требу",https://rutube.ru/video/a7872a72444a6572dd104b54fd6e554c/,25366325.0,104482.0,"Официальный канал интернет-издания «Абзац».  Абзац – актуально, взвешенно, иронично  Подписывайтесь на соцсети «Абзаца»:  Дзен: https://dzen.ru/absatzmedia ВКонтакте https://vk.com/absatzmedia Телеграм-канал https://t.me/absatzmedia ОК https://ok.ru/absatzmedia Наш Rutube https://rutube.ru/u/absatzmedia Канал на ВК Live https://live.vkvideo.ru/absatzmedia https://absatz.media  Регистрация в перечне РКН: https://knd.gov.ru/license?id=6748700b290fef0e0152393f&registryType=bloggersPermission",3537.0,https://rutube.ru/video/a7872a72444a6572dd104b54fd6e554c/,1469.0,81.0
1,23349040,Радио Sputnik,Новости и СМИ,"Стартовало голосование на президентских выборах: как оно проходит, сколько продлится, когда будут результаты и работа иностранных наблюдателей. Большое интервью президента России Владимира Путина Дмитрию Киселеву. Продолжающиеся обстрелы Белгорода и взрыв в непосредственной близости от Запорожской АЭС. Признание Столтенберга в том, что Украина била ракетами НАТО по кораблям Черноморского флота России. Девяносто шестая церемония вручения премии ""Оскар"" в Лос-Анджелесе. Масленица, рецепты блинов и прощеное воскресенье. 

О самом важном – в программе Дмитрия Пучкова ""Пятница, вечер"" в эфире радио Sputnik. 

Подключайтесь! Телефон прямого эфира: +7 (495) 95 95 91 2; 
WhatsApp: +7 (968) 766 -33-11.",6816,38232,2024-03-15T16:41:54,"Дмитрий Пучков. Выборы президента, интервью Путина Киселеву, обстрелы Белгорода и Масленица",https://rutube.ru/video/b1a043be66be0025f43e9995bee8def0/,23349040.0,126268.0,"Радио Sputnik – информационно-аналитическая разговорная радиостанция с круглосуточным вещанием на современных цифровых платформах и в сети интернет, также доступным в FM-диапазоне в России.  Радио Sputnik является частью новостного агентства Sputnik с мультимедийными информационными хабами в десятках стран, которое включает в себя сайты, аналоговое и цифровое радиовещание, мобильные приложения и страницы в социальных сетях. Новости Sputnik круглосуточно выходят на английском, арабском, испанском, китайских языках и фарси.  Радио Sputnik вещает более чем в 20 странах по всему миру. Основная точка круглосуточного вещания онлайн – сайт radiosputnik.ria.ru  Права на контент канала радио Sputnik сохраняются за правообладателем в полном объеме. Размещение Контента не является предоставлением пользователям права использования Контента каким-либо способом (лицензии). Условия открытых лицензий не применяются к контенту канала радио Sputnik.   https://gosuslugi.ru/snet/6790491c58ab2221b0c5daf9",8366.0,,,
2,30334416,Александр Семченко,Разное,"Подписаться на Телеграм-канал: https://t.me/AleksandrSemchenko

ПОМОЧЬ КАНАЛУ: 2200 7007 7404 5933

Яндекс-кошелёк 410011296594237, прямая ссылка - https://yoomoney.ru/to/410011296594237

Мой рутуб: https://rutube.ru/video/2516bb3718b0f9156011baa0fc21c6ea/?r=a

Политуб: https://poli.tube/v/GX9GRh

Дзен: https://dzen.ru/id/63f4ae605b2bea22b7350df8",763,15720,2024-03-15T21:26:14,Сводка за 15-03-2024🔴Россия атакует Сумскую область. Сокрушительные удары. Европа прислала войска,https://rutube.ru/video/096060612098dc7034a2c294cfe60ca1/,30334416.0,85072.0,"Подписывайтесь на Телеграм-канал: https://t.me/+PALOml4HWlk0N2U6  Мой юутуб: https://www.youtube.com/@aleksandrsemchenko8346/featured  Дзен: https://dzen.ru/id/63f4ae605b2bea22b7350df8  Яндекс-кошелёк 410011296594237, прямая ссылка -  https://money.yandex.ru/to/410011296594237 ПОМОЧЬ КАНАЛУ: 2200 7007 7404 5933  https://knd.gov.ru/license? id=673603857de0911509ed166b&registryType=bloggersPermission Номер заявления в РКН: 4796165234",1313.0,https://rutube.ru/video/096060612098dc7034a2c294cfe60ca1/,1151.0,56.0
3,23711991,Денис Черногузов,Здоровье,"В этом видео, я снял для вас три базовых привычки, которые нужно делать каждое утро, чтобы улучшить свое здоровье, быть энергичным целый день, а самое главное выполняя мои рекомендации вы будете меньше болеть!
Оставляю ссылки на мои любимые гимнастики:

1. https://rutube.ru/video/4ed3a257fd0e705ddffaa37e9b787702/

2. https://rutube.ru/video/31ff680df6c381aa5444edd8df3e87ab/

3. https://rutube.ru/video/5ebc96d56846eb182a67186d6352ad30/

4. https://rutube.ru/video/8ed880c9794a7c360e62eac30d1160bd/",192,10801,2024-03-15T10:31:25,ДЕЛАЙ ЭТО КАЖДОЕ УТРО И БУДЬ ЗДОРОВ!,https://rutube.ru/video/a107ff6e40b8c912a3bd11cc6697b8fb/,23711991.0,27964.0,"Устали от традиционных видов фитнеса? Хочется принципиально новых ощущений и большей эффективности от тренировок? Новый стиль тренинга на эксклюзивном оборудовании! В отличие от занятий на классических силовых тренажерах задействованы мышцы стабилизаторы, которые работают в реальной жизни!!! Приходите на тренировочку!!! Тренировки проходят по адресу: г.Санкт-Петербург, пр-т культуры д.1, фитнес клуб De-Vision sport.  По вопросам и записи на тренировки обращайтесь: m.vk.com/denischernoguzov. Whats app 79214241006. № 4783808403",127.0,https://rutube.ru/video/a107ff6e40b8c912a3bd11cc6697b8fb/,1421.0,31.0
4,23836457,Андрей Лебедев / Знания о магии и таро /,Эзотерика,"📖  Нельзя причинять добро, когда оно может принести вред или вредить другим людям. В таких случаях важно находить баланс между добротой и необходимостью защищать себя и других от возможного вреда. Однако в целом, добро всегда должно быть на первом месте в наших поступках и решениях. Магия и эзотерика.  

🌐 Ссылка на Телеграм-канал: https://t.me/ALebedev_magic

✅ Зарегистрируйтесь на любой курс и получите ДОСТУП К БОЛЬШОЙ БЕСПЛАТНОЙ БИБЛИОТЕКЕ ЭЗОТЕРИЧЕСКОЙ ЛИТЕРАТУРЫ
-------------------------------------
Обучающие курсы:
- Магия Мысли: https://drevovremeni.ru/course-magiya-mysli/
-Основы денежного мышления: https://drevovremeni.ru/magija-deneg/
- Таро Алистера Кроули: https://drevovremeni.ru/krouli/
- Женская Магия: https://drevovremeni.ru/jergazmika/
- Древнеегипетское таро: https://drevovremeni.ru/fenomen-kart-taro/
- Биоэнергетика: https://drevovremeni.ru/bio/

☑️ Ссылка на канал Яндекс-Дзен: https://dzen.ru/id/5e1c49d7fc69ab00aec5453e
▶️ Ссылка на канал RUTUBE: https://rutube.ru/channel/23836457/videos/
☑️ Ссылка на группу ВК: https://vk.com/resurssoznaniya",720,7038,2024-03-14T09:35:09,"▶️ Добро и Зло. Почему нельзя причинять ""Добро"". Магия и эзотерика.",https://rutube.ru/video/d27600127a09cd859f97e34286c94985/,23836457.0,1477.0,"Официальный сайт: https://drevovremeni.ru/  Добро пожаловать в мир глубоких знаний и трансформационных технологий в области эзотерики и психологии для изменения качества своей жизни, расширения сознания, ускорения эволюции своей души, с целью управления своей реальностью и в конечном счете, выхода из матрицы!",137.0,,,
5,23340006,ИЗОЛЕНТА live,Новости и СМИ,"Подпишись на «Изолента+»:
https://t.me/tribute/app?startapp=sr3

Ведущие: Пётр Лидов https://t.me/pvsgns и Трофим Татаренков https://t.me/nebrigada 

11.00 Наталья Шатихина, адвокат, кандидат юридических наук https://t.me/Prigovorchiki

11:30 Алёна Минчук, актриса кино и дубляжа, ведущая, преподаватель сценической речи https://t.me/alyonamakk


https://www.donationalerts.com/r/izolentalive
https://t.me/NeSocSeti",3824,6925,2024-03-15T09:47:57,"Передача активов России|Роль Маска и цензура в США|Что такое ""скипануть|ИЗОЛЕНТА Live #1426|15.03.24",https://rutube.ru/video/e75b1546b66f7502c3427964ef0d30b3/,23340006.0,141863.0,"Подпишись на наш канал, чтобы ежедневно слушать самых интересных гостей по самым важным темам.  Мы выходим в эфир каждый день без выходных и праздников.  Наши резиденты: Дмитрий Goblin Пучков, Александр Цыпкин, Анатолий Кузичев, Тигран Кеосаян, Кира Сазонова, Андрей Безруков и другие.  Наши гости: Мария Захарова, Клим Жуков, Егор Яковлев, Анатолий Вассерман, Владимир Корнилов, Мария Бутина, Марьяна Наумова и еще более 200 интереснейших людей.  Подписавшись на нас и участвуя в наших прямых эфирах, ты сможешь задать им любые вопросы, даже те, которые нигде не озвучивают.  Участвуя в наших эфирах ты сможешь поддержать благородную миссию кормления и помощи бездомным, которую наш канал взял на себя и исполняет в жару и мороз. Многие наши зрители стали лично участвовать в наших акциях добра.  Подпишись! Наш Телеграм-канал: t.me/izolentalive  Трофим Татаренков: https://t.me/NeBrigada Пётр Лидов: https://t.me/pvsgns  Правообладателем контента на канале является ИП Булавская О.В. № 4893377528",3887.0,https://rutube.ru/video/e75b1546b66f7502c3427964ef0d30b3/,557.0,25.0
6,23662042,Бакс Евгений,Психология,Я знаю что часто люди сталкиваются с тем что их ребенка пытаются оставить на второй год. Как этого избежать?  Все варианты я подробно разобрал в этом ролике. Приятного просмотра!,403,14568,2024-03-14T13:33:42,Оставили ребёнка на второй год. Что делать?,https://rutube.ru/video/1dc152c427040c52253cf337ae05e820/,23662042.0,16976.0,"№ 5056708547 Всем доброго времени суток! Этот канал пользуется популярностью среди тех кто хочет наладить идеальные отношения с ребенком. А так же погрузиться в детскую психологию. Это не просто нудные рассказы из книг, или ремарки из статьи. Это постоянный диалог со зрителям. Я как автор канала  отвечаю на ваши запросы из коментов. И снимаю то что именно тебе мой друг будет интересно. Не веришь? Тогда переходи на мою страницу и убедись в этом сам)))",152.0,https://rutube.ru/video/1dc152c427040c52253cf337ae05e820/,1993.0,8.0
7,23486857,Metametrica,Интервью,"ДРУЗЬЯ! ПОДПИСЫВАЙТЕСЬ НА METAMETRICA LIVE: https://www.youtube.com/@metametrica_live   

Хакни Python с помощью ChatGPT — регистрируйся на бесплатный вебинар от университета Зерокодинга: https://zerocoder.ru/python-web?utm_source=youtube&utm_medium=metametrika_python&utm_campaign=feb&utm_content=09.02.24

ПОДПИШИТЕСЬ НА НАШ TELEGRAM: https://t.me/Metametrica 

Либерализм в России в 2024 году: пациент скорее мертв, чем жив? Разберемся вместе с экономистом Михаилом Хазиным. Как Путину удалось победить либеральный клан во власти? Запуск экономического роста в 2023 году – сможет ли Мишустин сохранить этот тренд? Либералы и иноагенты – смогут ли помешать росту российской экономики? Как им удалось сломать рынок ипотеки в России и чем это грозит россиянам, многие из которых приобрели жилье в ипотеку? 

Какую роль играют еврейские кланы в мировой политике и пара слов о дружбе Хазина с Чубайсом в давние времена. Смотрим!

Таймкоды:
00:00 Новый старт
00:35 В гостях экономист Михаил Хазин 
01:15 С либерализмом покончено? 
05:31 «Игроки сколачивают свои ниши»
08:00 Коминтерн как иудейский проект 
10:57 Рекламная интеграция: осваиваем phyton с Zerocoder 
12:22 «Легенды о Путине ничего кроме смеха не вызывают» 
18:51 Путин 20 лет притворялся для Запада своим 
19:52 Евреи в Европе: борьба за лондонский Сити 
26:58 Кто заплатил за создание сионизма? 
28:28 Иудеи сделали ставку на захват власти в США
32:09 О новых валютных зонах в мире
35:34 Перемены после выборов неизбежны 
37:35 Абрамович скорее всего выполняет некий функционал 
41:22 «Тихая революция» премьера Мишустина 
46:00 Стране нужен Госплан 
49:06 У нас нет частных инвестиций в основной капитал 
53:50 Без дешевой ипотеки строительный сектор затронет кризис 
55:49 «Нефтяная игла» или спасательный круг? 
59:12 Эксперимент в Аргентине: на долго ли хватит экономики? 
1:01:21 Драйверы регионального развития в России 
1:02:56 У России большие шансы на технологический рост 
1:04:48 Избирательный цикл 2024 – последний в нынешней системе 
1:09:33 Распад на макроэкономические регионы реален? 
1:12:41 Финал выпуска. Оставайтесь с нами!

Михаил Хазин:
Telegram - https://t.me/khazinml
Сайт – https://khazin.ru/
Фонд экономических исследований Михаила Хазина - https://fondmx.pro/ 

Никита Данюк:
ВКонтакте - http://vk.com/danyuk.nickita

#михаилхазин #хазин #владимирпутин #путин #михаилмишустин #мишустин #чубайс #россия #политика #экономика #метаметрика #metametrica",4434,17605,2024-03-15T11:00:09,"ХАЗИН о Путине, Мишустине, росте экономики России, иноагентах-либералах, еврейских кланах и Чубайсе",https://rutube.ru/video/cc33d9f3c9d15e1861aaf6ebaa048e43/,23486857.0,157662.0,"Друзья! Всем привет!   Вы на официальной страничке канала Metametrica на RuTube! Здесь харизматичные и креативные бойцы острого слова, философских аналогий и эмоционального драйва Дмитрий Егорченков и Никита Данюк устраивают «смысловую бомбежку» звездам, общественным деятелям, политикам, блогерам - нужное вписать   Хочешь узнать все о влиянии рэпа на политику, молодежных трендах, блогинге, способах общения с лидерами общественного мнения и об их взглядах на современное развитие нашей страны - подписывайся на Metametrica  Ссылки на наши соц.сети: Telegram - https://t.me/Metametrica ВКонтакте - https://vk.com/metametrica   Дзен - https://zen.yandex.ru/metametrica YouTube - https://www.youtube.com/c/Metametrica YouTube Live - https://www.youtube.com/@metametrica_live  Персональная страница регистрации в РКН: https://knd.gov.ru/license?id=673dc5f79d804a279bc9ba44&registryType=bloggersPermission",178.0,,,
8,1682604,Канал Ю Премьеры,Телепередачи,"30-летняя Алина живёт в деревне с мужем, дочками и свекровью. У неё большое хозяйство. Девушка задумывается о том, чтобы перебраться в город, но её пугает его темп жизни. 
20-летняя Лилу живёт на Рублёвке. У девушки две мечты: построить семью и разделить себя и образ куклы, с которым она уже слилась…
Поможет ли в этом временный обмен жизнями? Смотрите в реалити «Селянка-Горожанка».",4243,217186,2024-03-15T19:00:27,СЕЛЯНКА-ГОРОЖАНКА | 2 СЕРИЯ,https://rutube.ru/video/6a46b524de10c34713ba2534db9640c4/,1682604.0,252062.0,"Канал с твоими любимыми реалити: «Мама в 16», «Беременна в 45», «Ждули», «Чадо из ада», «Дорогая, я забил!», «Супермама», «Обмен домами», «Будни роддома», «Селянка-горожанка», «Зови меня мамой», «Мои одинаковые дети, «Няня особого назначения» и многие другие ✨  Сайт телеканала: https://www.u-tv.ru/  Вконтакте: https://vk.com/uchannelrussia  Регистрация в реестре РКН: https://www.gosuslugi.ru/snet/67909ad26b68e259508eda26",217.0,https://rutube.ru/video/6a46b524de10c34713ba2534db9640c4/,357.0,143.0
9,33298436,Сеть автомоек М3,Авто-мото,,25,2946,2024-03-12T11:32:53,"Мойка М3 ""Прометей"" Mazda CX5 Нанесение защитного покрытия ""Керамика Light"". Скидки! Акции! Подарки!",https://rutube.ru/video/74da4ba913c713b41123570fbaf6d022/,33298436.0,1362.0,"«Мойка М3» — это сеть автомоек в разных районах СПБ, находящихся в торговых комплексах. Вы можете оставить свой автомобиль на мойке и пойти в ТРК за покупками, в кафе или в кино и отлично провести время.   БОНУСНАЯ ПРОГРАММА Постоянные клиенты «M3 Мойка» возвращают 3% стоимости каждого визита на свой бонусный счет, который можно использовать для оплаты любой из наших услуг.  СОВРЕМЕННЫЕ ТЕХНОЛОГИИ Мы используем новейшие технологии в области мойки и чистки авто, а также итальянское оборудование Bieffe, которое не нуждается в рекомендациях.  ВЫСОКОЕ КАЧЕСТВО — ЭТО ОДНО ИЗ ГЛАВНЫХ ПРЕИМУЩЕСТВ АВТОМОЙКИ «МОЙКА М3» Наши клиенты всегда чувствуют себя уверенно и комфортно, потому что получают качественные услуги по разумным ценам. На самом высоком уровне и в том объеме, в котором они хотят. Никаких скрытых доплат и ничего лишнего – только то, что действительно нужно вашему авто. Уютная атмосфера и приятный в общении персонал – дополнительный бонус, на который вы всегда можете рассчитывать!",267.0,https://rutube.ru/video/74da4ba913c713b41123570fbaf6d022/,883.0,10.0
